Country Name,Year,Government expenditure on education total (% of GDP),Literacy rate adult total (% of people ages 15 and above),Automated teller machines (ATMs) (per 100000 adults),Life expectancy at birth total (years),Fixed broadband subscriptions (per 100 people),Internet users (per 100 people),Mobile cellular subscriptions (per 100 people),Secure Internet servers (per 1 million people),School enrollment secondary (gross) gender parity index (GPI),hospital beds/1000 people,physicians/1000 people,Maternal mortality ratio (modeled estimate per 100000 live births),Research and development expenditure (% of GDP)
Albania,2004,3.170079947,,4.222203415,75.83121951,,2.420387798,39.16395669,0.6607335,0.951430023,,,31,
Albania,2005,3.23871994,,9.235341369,76.08160976,0.008510292,6.043890864,47.87802749,0.332061868,0.95302999,3,,30,
Albania,2006,3.157190084,,13.81438682,76.28612195,,9.609991316,60.06734238,1.670817534,0.963129997,2.9692,1.15,29,
Albania,2007,3.268680096,,19.24198245,76.47029268,0.315833823,15.03611541,73.35038415,2.693587276,0.983399987,2.9,1.146,30,0.087370001
Albania,2008,,95.93863678,28.37121436,76.65207317,2.027492802,23.86,58.91235149,5.089379686,0.990649998,,,30,0.154119998
Albania,2009,,,32.56261039,76.84036585,2.919536619,41.2,78.1845877,7.514895719,1.022189975,2.8,1.144,30,
Albania,2010,,,33.68426321,77.03695122,3.350292352,45,85.468247,9.268728238,0.990400016,,1.132,30,
Albania,2011,,96.84529877,34.9069095,77.24058537,4.065147629,49,98.29153459,15.14744662,0.96754998,2.43,1.113,30,
Albania,2012,,97.24697113,35.43926265,77.44397561,5.062738707,54.65595904,110.6865316,20.68789313,0.955429971,2.6,1.145,30,
Albania,2013,3.538000107,,35.20019414,77.64046341,5.75292813,57.2,116.1572081,17.60653334,0.941240013,,1.145,29,
Albania,2014,,,34.57135225,77.83046341,6.527599404,60.1,105.4699657,23.84528351,0.925819993,,,29,
Albania,2015,,97.55390167,35.09910752,,7.596854658,63.2529327,106.3802068,37.72713727,,,,29,
Albania,2016,,,,,,,,,,,,,
Algeria,1980,6.597420216,,,58.16402439,,,0,,0.639039993,,,,
Algeria,1981,,,,59.4867561,,,0,,0.65684998,,,,
Algeria,1982,,,,60.78634146,,,0,,0.681900024,,,,
Algeria,1983,,,,62.00895122,,,0,,,,,,
Algeria,1984,,,,63.11712195,,,0,,0.714760005,,0.427100003,,
Algeria,1985,,,,64.0737561,,,0,,0.726300001,,,,
Algeria,1986,,,,64.85719512,,,0,,0.742169976,2.488399982,,,
Algeria,1987,,49.63087845,,65.48714634,,,0,,0.737670004,,,,
Algeria,1988,,,,65.98943902,,,0,,0.744270027,2.628999949,0.428799987,,
Algeria,1989,,,,66.38204878,,,0,,0.758849978,2.564399958,,,
Algeria,1990,,,,66.69458537,,0,0.001791178,,0.774039984,2.499300003,0.941600025,216,
Algeria,1991,,,,66.95873171,,,0.017777422,,0.797720015,,,210,
Algeria,1992,,,,67.20968293,,,0.017363261,,0.817040026,,,205,
Algeria,1993,,,,67.4754878,,,0.016979454,,0.836480021,,0.82099998,201,
Algeria,1994,,,,67.77553659,,0.000360674,0.004688247,,0.861989975,2.103199959,,196,
Algeria,1995,,,,68.12107317,,0.001768954,0.016001794,,0.88519001,,0.846,192,
Algeria,1996,,,,68.50921951,,0.001738533,0.039202273,,0.901160002,,,189,
Algeria,1997,,,,68.92121951,,0.010268463,0.057339703,,0.954739988,,,184,
Algeria,1998,,,,69.34095122,,0.020238555,0.05840281,,,2.099999905,1,179,
Algeria,1999,,,,69.76292683,,0.199523843,0.230206295,,1.011279941,,,174,
Algeria,2000,,,,70.18390244,,0.491705679,0.27112703,,1.04756999,,,170,
Algeria,2001,,,,70.6017561,,0.646114017,0.311040075,,1.063380003,,,164,0.230279997
Algeria,2002,,69.87349701,,71.01485366,,1.59164126,1.382262358,,1.063760042,,1.131,158,0.366400003
Algeria,2003,,,,71.421,0.054539766,2.195359731,4.384169991,0.12347628,1.087409973,,,153,0.196229994
Algeria,2004,,,1.26123291,71.81626829,0.107586829,4.634475088,14.59120666,0.091415408,1.090809941,1.7,,150,0.163570002
Algeria,2005,,,1.496022551,72.19656098,0.397515932,5.843942092,40.22671305,0.090177053,1.09552002,,1.033,148,0.066040002
Algeria,2006,,72.64868164,2.37536395,72.55770732,0.492650609,7.375984956,60.85091077,0.177781318,1.094140053,,,147,
Algeria,2007,,,3.703074009,72.89836585,0.817843828,9.451190626,78.53288666,0.233495032,1.080870032,,1.207,148,
Algeria,2008,4.33701992,75.13604736,4.184964493,73.21931707,1.357578396,10.18,75.6646235,0.517077059,1.037660003,,,148,
Algeria,2009,,,5.310393882,73.52102439,2.248284117,11.23,89.95836607,0.536696026,1.009940028,,,148,
Algeria,2010,,,5.907584943,73.80404878,2.428309557,12.5,88.44487548,0.860247065,1.034510016,,1.207,147,
Algeria,2011,,,6.084373607,74.07,2.597126783,14,94.31443964,0.925998251,1.036550045,,,147,
Algeria,2012,,,6.195870089,74.32409756,3.000771406,15.22802676,97.52089467,1.308780714,,,,145,
Algeria,2013,,,6.500538564,74.56895122,3.264623716,16.5,100.7877205,1.571250927,,,,144,
Algeria,2014,,,7.491266182,74.80809756,4.006346574,25,108.4380562,1.977688895,,,,141,
Algeria,2015,,79.60839844,8.265656434,,5.566852484,38.2,113.0310943,2.546227966,,,,140,
Algeria,2016,,,,,,,,,,,,,
American Samoa,1980,,97.34416199,,,,,0,,,,,,
American Samoa,1981,,,,,,,0,,,,,,
American Samoa,1982,,,,,,,0,,,,,,
American Samoa,1983,,,,,,,0,,,,,,
American Samoa,1984,,,,,,,0,,,,0.772300005,,
American Samoa,1985,,,,,,,0,,,,,,
American Samoa,1986,,,,,,,0,,,,,,
American Samoa,1987,,,,,,,,,,,,,
American Samoa,1988,,,,,,,,,,,,,
American Samoa,1989,,,,,,,,,,,,,
American Samoa,1990,,,,,,0,0,,,,,,
American Samoa,1991,,,,,,,0,,,,,,
American Samoa,1992,,,,,,,1.411375688,,,,,,
American Samoa,1993,,,,,,,1.774273041,,,,,,
American Samoa,1994,,,,,,,2.316289305,,,,,,
American Samoa,1995,,,,,,,2.364110905,,,,,,
American Samoa,1996,,,,,,,2.410710974,,,,,,
American Samoa,1997,,,,,,,2.548141677,,,,,,
American Samoa,1998,,,,,,,2.683411152,,,,,,
American Samoa,1999,,,,,,,3.170800451,,,,0.781,,
American Samoa,2000,,,,,,,3.463022843,,,,,,
American Samoa,2001,,,,,,,3.7059956,,,,,,
American Samoa,2002,,,,,,,3.466771101,,,,,,
American Samoa,2003,,,,,,,3.552277687,,,,,,
American Samoa,2004,,,,,,,3.796699403,,,,,,
American Samoa,2005,,,,,,,,,,,,,
American Samoa,2006,,,,,,,,,,,,,
American Samoa,2007,,,,,,,,69.07985631,,,,,
American Samoa,2008,,,,,,,,,,,,,
American Samoa,2009,,,,,,,,,,,,,
American Samoa,2010,,,,,,,,35.94794737,,,,,
American Samoa,2011,,,,,,,,108.4677128,,,,,
American Samoa,2012,,,,,,,,54.32125591,,,,,
American Samoa,2013,,,,,,,,36.16505732,,,,,
American Samoa,2014,,,,,,,,54.11841108,,,,,
American Samoa,2015,,,,,,,,72.02275919,,,,,
American Samoa,2016,,,,,,,,,,,,,
Andorra,1980,,,,,,,0,,,,,,
Andorra,1981,,,,,,,0,,,,,,
Andorra,1982,,,,,,,0,,,,,,
Andorra,1983,,,,,,,0,,1.108669996,,,,
Andorra,1984,,,,,,,0,,,,,,
Andorra,1985,,,,,,,0,,,,,,
Andorra,1986,,,,,,,0,,,,,,
Andorra,1987,,,,,,,0,,,,,,
Andorra,1988,,,,,,,0,,,,,,
Andorra,1989,,,,,,,0,,,,,,
Andorra,1990,,,,,,0,0,,,,,,
Andorra,1991,,,,,,,0,,,,,,
Andorra,1992,,,,,,,1.307211734,,,,,,
Andorra,1993,,,,,,,1.278625641,,,,,,
Andorra,1994,,,,,,,1.250259142,,,,,,
Andorra,1995,,,,,,,4.424155104,,,,2.231,,
Andorra,1996,,,,,,1.526601023,8.538444783,,,3.180000067,,,
Andorra,1997,3.713279963,,,,,3.050175385,13.44671556,,,3,2.435,,
Andorra,1998,,,,,,6.886209218,22.12730607,,,3.089999914,2.47,,
Andorra,1999,,,,,,7.635686143,32.14530928,,,3.200000048,2.594,,
Andorra,2000,,,,,,10.53883561,35.99902139,,,3.200000048,2.549,,
Andorra,2001,,,,,,,43.27794118,118.0463332,,2.589999914,2.594,,
Andorra,2002,1.696840048,,,,1.602479097,11.26046872,45.77115817,,,,,,
Andorra,2003,,,,,4.76051981,13.54641288,68.60251444,227.3243919,,3.299999952,3.697,,
Andorra,2004,1.532539964,,,,7.945863901,26.83795439,73.82494308,306.3686381,,,,,
Andorra,2005,1.600250006,,,,12.73161543,37.60576622,79.48487497,418.6006427,,2.7,,,
Andorra,2006,2.193989992,,,,17.85116699,48.936847,84.27763597,419.8001751,,2.6,3.64,,
Andorra,2007,2.07404995,,,,22.78945038,70.87,78.1171579,435.9197908,,2.6,3.716,,
Andorra,2008,2.934570074,,,,25.85001688,70.04,80.2836099,619.0431695,,,,,
Andorra,2009,3.163870096,,,,29.1651305,78.53,82.06181111,772.1646349,,2.5,3.912,,
Andorra,2010,3.065799952,,,,31.45031897,81,84.06818386,923.9626151,,,4,,
Andorra,2011,3.158890009,,,,33.08675271,81,83.53432222,1081.067949,,,,,
Andorra,2012,,,,,34.33511996,86.43442462,81.50204186,895.153563,,,,,
Andorra,2013,2.462579966,,,,35.00972001,94,80.70261809,671.9190535,,,,,
Andorra,2014,3.064419985,,,,35.89385301,95.9,82.64319489,879.2899733,,,,,
Andorra,2015,,,,,37.91723286,96.91,88.12353305,1631.83063,,,,,
Andorra,2016,,,,,,,,,,,,,
Angola,1980,,,,40.1592439,,,0,,,,,,
Angola,1981,,,,40.28865854,,,0,,,,,,
Angola,1982,,,,40.408,,,0,,0.479770005,,,,
Angola,1983,,,,40.5282439,,,0,,0.492489994,,,,
Angola,1984,,,,40.65395122,,,0,,,,0.0594,,
Angola,1985,4.622000217,,,40.77778049,,,0,,,,,,
Angola,1986,6.054500103,,,40.8874878,,,0,,,,,,
Angola,1987,6.117499828,,,40.97387805,,,0,,,,,,
Angola,1988,,,,41.03770732,,,0,,,,,,
Angola,1989,,,,41.08765854,,,0,,,,,,
Angola,1990,,,,41.13834146,,0,0,,,1.291300058,0.042100001,1160,
Angola,1991,,,,41.20634146,,,0,,,,,1160,
Angola,1992,,,,41.31302439,,,0,,,,,1180,
Angola,1993,,,,41.47819512,,,0.009672748,,,,,1180,
Angola,1994,,,,41.7162439,,,0.015532086,,,,,1180,
Angola,1995,,,,42.05146341,,,0.016472597,,,,,1150,
Angola,1996,,,,42.50163415,,0.000775929,0.026485822,,,,,1120,
Angola,1997,,,,43.06212195,,0.005673746,0.055130843,,,,0.077,1070,
Angola,1998,2.59149003,,,43.71426829,,0.018453724,0.07474762,,0.780629992,,,1030,
Angola,1999,,,,44.439,,0.071964087,0.177638088,,0.755400002,,,981,
Angola,2000,2.607530117,,,45.20478049,,0.105045562,0.185322296,,0.817170024,,,924,
Angola,2001,,67.4054184,,45.97314634,,0.136013867,0.521366177,,0.778900027,,,878,
Angola,2002,,,,46.71173171,,0.270376746,0.940444726,,0.82773,,,831,
Angola,2003,,,,47.39317073,,0.370682065,2.269621281,0.05991111,,,,789,
Angola,2004,,,0.946406661,48.0035122,,0.464814618,4.63174063,0.173455523,,,0.083,749,
Angola,2005,2.120110035,,1.611920301,48.53880488,,1.143366827,9.738161173,0.279127795,,0.8,,705,
Angola,2006,2.281460047,,3.382392948,49.00704878,0.043556955,1.5,17.83989624,0.32359899,,,,668,
Angola,2007,,,4.915365564,49.43573171,0.066053838,1.7,28.01098233,0.93828645,,,,640,
Angola,2008,,,6.984767459,49.84739024,0.087046064,1.9,36.98368954,1.259937696,0.769219995,,,606,
Angola,2009,,,9.366831382,50.25102439,0.105671104,2.3,42.84657348,1.851842557,0.764569998,,0.166,581,
Angola,2010,3.438970089,,11.71605482,50.65417073,0.102306374,2.8,48.10120904,2.450523691,0.685000002,,,561,
Angola,2011,,,14.32655685,51.05931707,0.114471948,3.1,59.82618856,2.825593092,0.648249984,,,546,
Angola,2012,,,17.11494538,51.464,0.170303102,6.5,61.40627578,3.173815039,,,,526,
Angola,2013,,,19.14665947,51.86617073,0.350974947,8.9,61.87329711,3.539717032,,,,509,
Angola,2014,,70.99108887,20.49138645,52.26687805,0.412783677,10.2,63.4792082,4.540290622,,,,493,
Angola,2015,,71.16416168,21.19263055,,0.674502625,12.4,60.84389581,5.475187529,,,,477,
Angola,2016,,,,,,,,,,,,,
Antigua and Barbuda,1980,,,,68.59197561,,,0,,,,,,
Antigua and Barbuda,1981,,,,68.86895122,,,0,,,,,,
Antigua and Barbuda,1982,,,,69.14092683,,,0,,,,,,
Antigua and Barbuda,1983,,,,69.40792683,,,0,,,,,,
Antigua and Barbuda,1984,,,,69.67046341,,,0,,,,,,
Antigua and Barbuda,1985,,,,69.9285122,,,0,,,,,,
Antigua and Barbuda,1986,,,,70.18256098,,,0,,,,,,
Antigua and Barbuda,1987,,,,70.43263415,,,0,,,,,,
Antigua and Barbuda,1988,,,,70.67973171,,,0,,,,,,
Antigua and Barbuda,1989,,,,70.92282927,,,,,,,,,
Antigua and Barbuda,1990,,,,71.16295122,,0,0,,,6.599999905,0.759999991,,
Antigua and Barbuda,1991,,,,71.40058537,,,,,,,0.918500006,,
Antigua and Barbuda,1992,,,,71.63470732,,,,,0.976540029,,,,
Antigua and Barbuda,1993,,,,71.86585366,,,,,,6.104800224,3.030299902,,
Antigua and Barbuda,1994,,,,72.093,,,,,,,,,
Antigua and Barbuda,1995,,,,72.31768293,,2.200768802,,,,,0.76,,
Antigua and Barbuda,1996,,,,72.53885366,,2.858449577,1.850665528,,,3.880000114,1.141,,
Antigua and Barbuda,1997,,,,72.75756098,,3.480536838,1.938199136,,,,,,
Antigua and Barbuda,1998,,,,72.97378049,,4.0717165,2.021399887,,,,,,
Antigua and Barbuda,1999,3.237070084,,,73.18602439,,5.300681138,11.17818019,,,,0.169,,
Antigua and Barbuda,2000,,,,73.39729268,,6.482225737,28.3329899,,0.889100015,,,,
Antigua and Barbuda,2001,,98.94999695,,73.60709756,,8.899285515,31.65678975,240.5916021,,2.6,,,
Antigua and Barbuda,2002,3.445389986,,,73.81543902,,12.5,47.73834812,,,2.3,,,
Antigua and Barbuda,2003,,,,74.02178049,,17.22864878,56.98111342,506.7734599,,2.5,,,
Antigua and Barbuda,2004,,,53.01864204,74.22614634,2.033823637,24.26654372,66.08091241,795.4183901,,2.4,,,
Antigua and Barbuda,2005,,,65.90509666,74.42543902,7.025979531,27,104.1603585,859.9285411,,2.4,,,
Antigua and Barbuda,2006,,,64.8821308,74.61814634,1.846238633,30,132.0006709,1078.270454,,2.4,,,
Antigua and Barbuda,2007,,,62.17786141,74.80321951,2.684929559,34,133.1575767,805.715843,0.957229972,2,,,
Antigua and Barbuda,2008,,,69.15740547,74.97917073,5.841896214,38,160.0393678,656.1218512,0.935060024,1.7,,,
Antigua and Barbuda,2009,2.554470062,,71.13050076,75.14702439,18.5561993,42,156.3441483,,0.991219997,2.2,,,
Antigua and Barbuda,2010,,,74.59323377,75.30878049,8.160902411,47,192.5532769,1100.500957,1.009439945,2.2,,,
Antigua and Barbuda,2011,,,76.43974255,75.46602439,6.806425265,52,199.6642164,1089.028042,0.99138999,2.1,,,
Antigua and Barbuda,2012,,,78.22607335,75.62180488,14.67401677,58,143.0138432,,1.15249002,,,,
Antigua and Barbuda,2013,,,82.92242311,75.77865854,17.38845363,63.4,127.0856254,689.0037228,,,,,
Antigua and Barbuda,2014,,98.94999695,80.19830854,75.93763415,11.83019262,64,132.0539476,363.0363036,1.010229945,,,,
Antigua and Barbuda,2015,,,77.56614669,,13.06876348,65.2,137.2220165,304.9510989,,,,,
Antigua and Barbuda,2016,,,,,,,,,,,,,
Argentina,1980,2.607150078,93.91285706,,69.5144878,,,0,,1.139379978,,,,
Argentina,1981,,,,69.78665854,,,0,,1.148589969,,,,
Argentina,1982,1.597869992,,,70.03531707,,,0,,1.107169986,,,,
Argentina,1983,1.617499948,,,70.257,,,0,,1.070530057,,,,
Argentina,1984,2.56972003,,,70.45419512,,,0,,1.100379944,,2.683300018,,
Argentina,1985,1.361860037,,,70.63139024,,,0,,1.115339994,,2.704999924,,
Argentina,1986,1.26154995,,,70.79907317,,,0,,1.100200057,,2.984400034,,
Argentina,1987,1.282299995,,,70.9677561,,,0,,1.078889966,,,,
Argentina,1988,,,,71.14590244,,,0,,1.084550023,,3.032000065,,
Argentina,1989,1.046120048,,,71.33753659,,,0.007149428,,,,,,
Argentina,1990,1.067379951,,,71.54365854,,0,0.036781751,,,4.594299793,2.680000067,72,
Argentina,1991,,96.12819672,,71.76329268,,,0.075585347,,,,,71,
Argentina,1992,,,,71.98895122,,0.002992874,0.138988317,,,,2.657,69,
Argentina,1993,,,,72.21565854,,0.029527065,0.329780857,,,4.599999905,,65,
Argentina,1994,,,,72.44139024,,0.043705951,0.701068622,,,,,64,
Argentina,1995,,,,72.66512195,,0.086277081,1.163818921,,,,2.68,63,
Argentina,1996,3.731980085,,,72.88734146,,0.141954704,1.891500329,,1.10650003,3.289999962,,63,0.417490005
Argentina,1997,,,,73.10804878,,0.280339882,5.62910957,,1.094339967,,,64,0.419589996
Argentina,1998,4.039869785,,,73.32768293,,0.83076668,7.396595596,,1.059309959,,3.009,61,0.411309987
Argentina,1999,4.521679878,,,73.54426829,,3.284481956,10.54064245,,1.074110031,,,62,0.453370005
Argentina,2000,4.580309868,,,73.75580488,,7.038683086,17.58105905,,1.062899947,4.1,,60,0.438840002
Argentina,2001,4.833740234,97.1933136,,73.96031707,0.252190834,9.780807285,18.08742442,6.351487869,1.063580036,,3.226,61,0.424600005
Argentina,2002,4.017340183,,,74.15578049,0.393328876,10.88212438,17.4519491,,1.061789989,,,60,0.388859987
Argentina,2003,3.535049915,,,74.34126829,0.6817124,11.91369655,20.6535373,7.152277602,1.069059968,,,61,0.41012001
Argentina,2004,3.156539917,,21.69290033,74.51878049,1.417113816,16.03668411,35.27228837,9.966748757,1.083809972,,3.155,59,0.365550011
Argentina,2005,3.474050045,,22.79435593,74.68780488,2.39786147,17.72058337,57.32899426,10.6781136,1.095999956,4,3.21,58,0.378670007
Argentina,2006,3.654989958,,25.40457879,74.84990244,4.061956264,20.9272021,80.81882641,11.75466869,1.109220028,,,57,0.400330007
Argentina,2007,3.896339893,,28.52222106,75.00904878,6.610501641,25.94663294,102.7215283,15.38657725,1.118999958,,,58,0.401690006
Argentina,2008,4.33781004,,32.94366566,75.16626829,7.85042465,28.11262348,117.2211834,18.02789668,1.127050042,,,57,0.421350002
Argentina,2009,4.889979839,,36.87101753,75.32456098,8.772380304,34,131.1294492,19.46143255,1.117429972,,,62,0.519010007
Argentina,2010,4.606369972,,41.90758922,75.48497561,9.977251823,45,141.383022,25.56832826,1.097869992,4.5,3.21,58,0.517610013
Argentina,2011,4.986310005,,47.51735319,75.64904878,11.22554546,51,149.0906224,32.88872262,1.104069948,4.5,,56,0.53658998
Argentina,2012,5.099040031,,50.92035981,75.8162439,12.53095176,55.8,156.564756,40.7884752,1.089229941,4.7,,55,0.60939002
Argentina,2013,5.344099998,,56.21087423,75.98609756,15.08223447,59.9,162.5274217,41.77411492,1.07585001,,3.859,54,0.611750007
Argentina,2014,,98.03401947,58.84163326,76.15860976,15.57170188,64.7,146.4823886,52.72216448,,,,54,0.613030016
Argentina,2015,,98.08997345,60.55436727,,16.08116197,69.40092102,143.9077968,63.29353725,,,,52,
Argentina,2016,,,,,,,,,,,,,
Armenia,1980,,,,70.68453659,,,0,,,8.395400047,3.210500002,,
Armenia,1981,,,,70.66160976,,,0,,,8.578399658,3.277899981,,
Armenia,1982,,,,70.5355122,,,0,,,8.682800293,3.405800104,,
Armenia,1983,,,,70.29014634,,,0,,,8.548100471,3.453500032,,
Armenia,1984,,,,69.93568293,,,0,,,8.660099983,3.50090003,,
Armenia,1985,,,,69.5,,,0,,,8.699199677,3.577199936,,
Armenia,1986,,,,69.02429268,,,0,,,9.024200439,3.673899889,,
Armenia,1987,,,,68.56756098,,,0,,,8.996600151,3.735500097,,
Armenia,1988,,,,68.18209756,,,0,,,9.190400124,3.762700081,,
Armenia,1989,,98.75196075,,67.8995122,,,0,,,9.03579998,3.881200075,,
Armenia,1990,,,,67.74780488,,0,0,,,9.094799995,3.924400091,58,
Armenia,1991,,,,67.73829268,,,0,,,8.529299736,3.701499939,48,
Armenia,1992,,,,67.85334146,,,0,,,8.367699623,3.596999884,55,
Armenia,1993,,,,68.06956098,,,0,,,8.214699745,3.345499992,57,
Armenia,1994,,,,68.37665854,,0.009117014,0,,,7.765999794,3.122100115,50,
Armenia,1995,,,,68.76356098,,0.052743123,0,,,7.639999867,3.042,50,
Armenia,1996,1.848430037,,,69.21685366,,0.094572902,0.009453508,,,7.130000114,3.591,51,
Armenia,1997,,,,69.71641463,,0.111650935,0.15935483,,,6.75,3.156,46,0.186920002
Armenia,1998,,,,70.24021951,,0.128659478,0.251561377,,,6.659999847,3.156,46,0.226009995
Armenia,1999,2.235179901,,,70.76709756,,0.970737757,0.263783931,,,6.199999809,3.051,40,0.214000002
Armenia,2000,2.772720098,,,71.27658537,,1.300470022,0.568447429,,1.086799979,5.46999979,2.987,40,0.184630007
Armenia,2001,2.469439983,99.40016174,,71.75582927,0.000196081,1.631094667,0.833474947,0.326793541,,4.25,3.526,39,0.279870003
Armenia,2002,2.135040045,,,72.20160976,0.000262553,1.960405046,2.341613166,,,,,45,0.252550006
Armenia,2003,2.145050049,,,72.60958537,0.000329377,4.575217225,3.767384533,0.658670408,,4.400000095,3.588,43,0.239710003
Armenia,2004,2.486730099,,3.028718221,72.9737561,0.033050728,4.899008571,6.719510373,1.321884929,,,,41,0.212009996
Armenia,2005,2.712029934,,4.926591661,73.28739024,0.066005134,5.252983352,10.54901346,1.326736358,,4.5,,40,0.257609993
